"T","blastomere","gini","tree"
12.8785903469388,"A",0.651571918767563,"main"
12.8785903469388,"B",0.945116640281213,"main"
13.0314479102041,"A",0.651118859552147,"main"
13.0314479102041,"B",0.945265856777857,"main"
13.1843054734694,"A",0.650778046887085,"main"
13.1843054734694,"B",0.945188880465673,"main"
13.3371630367347,"A",0.650581797683318,"main"
13.3371630367347,"B",0.945000429271613,"main"
13.4900206,"A",0.650489527507231,"main"
13.4900206,"B",0.944879474220586,"main"
6,"A",0,"sensitivity_63-37"
6,"B",0,"sensitivity_63-37"
6.15285756326531,"A",0.25564738292011,"sensitivity_63-37"
6.15285756326531,"B",0.245673758865248,"sensitivity_63-37"
6.30571512653061,"A",0.354425480862263,"sensitivity_63-37"
6.30571512653061,"B",0.441365660564077,"sensitivity_63-37"
6.45857268979592,"A",0.406505372022613,"sensitivity_63-37"
6.45857268979592,"B",0.564539007092199,"sensitivity_63-37"
6.61143025306122,"A",0.496662344522883,"sensitivity_63-37"
6.61143025306122,"B",0.659005575150757,"sensitivity_63-37"
6.76428781632653,"A",0.530755518990813,"sensitivity_63-37"
6.76428781632653,"B",0.73369323594792,"sensitivity_63-37"
6.91714537959184,"A",0.549392227358329,"sensitivity_63-37"
6.91714537959184,"B",0.779517142542167,"sensitivity_63-37"
7.07000294285714,"A",0.560319531611398,"sensitivity_63-37"
7.07000294285714,"B",0.815913192408934,"sensitivity_63-37"
7.22286050612245,"A",0.572686555833903,"sensitivity_63-37"
7.22286050612245,"B",0.848578529429593,"sensitivity_63-37"
7.37571806938776,"A",0.586945413667752,"sensitivity_63-37"
7.37571806938776,"B",0.868271697722031,"sensitivity_63-37"
7.52857563265306,"A",0.596920238163176,"sensitivity_63-37"
7.52857563265306,"B",0.882711760274424,"sensitivity_63-37"
7.68143319591837,"A",0.605629839819115,"sensitivity_63-37"
7.68143319591837,"B",0.895596877202315,"sensitivity_63-37"
7.83429075918367,"A",0.61654148198987,"sensitivity_63-37"
7.83429075918367,"B",0.9041192795342,"sensitivity_63-37"
7.98714832244898,"A",0.627459038851444,"sensitivity_63-37"
7.98714832244898,"B",0.910451976934525,"sensitivity_63-37"
8.14000588571428,"A",0.636592437557904,"sensitivity_63-37"
8.14000588571428,"B",0.916011885287666,"sensitivity_63-37"
8.29286344897959,"A",0.642490401635681,"sensitivity_63-37"
8.29286344897959,"B",0.920059973243052,"sensitivity_63-37"
8.4457210122449,"A",0.646085758878599,"sensitivity_63-37"
8.4457210122449,"B",0.922899309958476,"sensitivity_63-37"
8.5985785755102,"A",0.648121322489636,"sensitivity_63-37"
8.5985785755102,"B",0.924849691251112,"sensitivity_63-37"
8.75143613877551,"A",0.650458586108395,"sensitivity_63-37"
8.75143613877551,"B",0.927041090923712,"sensitivity_63-37"
8.90429370204082,"A",0.651931415778421,"sensitivity_63-37"
8.90429370204082,"B",0.92849179373591,"sensitivity_63-37"
9.05715126530612,"A",0.653673736793108,"sensitivity_63-37"
9.05715126530612,"B",0.930332720696444,"sensitivity_63-37"
9.21000882857143,"A",0.655585288180327,"sensitivity_63-37"
9.21000882857143,"B",0.932196184836023,"sensitivity_63-37"
9.36286639183673,"A",0.65578093727709,"sensitivity_63-37"
9.36286639183673,"B",0.933776051419166,"sensitivity_63-37"
9.51572395510204,"A",0.655436140053418,"sensitivity_63-37"
9.51572395510204,"B",0.935209628152434,"sensitivity_63-37"
9.66858151836735,"A",0.65634003177196,"sensitivity_63-37"
9.66858151836735,"B",0.936467130270953,"sensitivity_63-37"
9.82143908163265,"A",0.656068915249777,"sensitivity_63-37"
9.82143908163265,"B",0.937371107519852,"sensitivity_63-37"
9.97429664489796,"A",0.656248521785843,"sensitivity_63-37"
9.97429664489796,"B",0.938601452423516,"sensitivity_63-37"
10.1271542081633,"A",0.65639606371808,"sensitivity_63-37"
10.1271542081633,"B",0.939663837360901,"sensitivity_63-37"
10.2800117714286,"A",0.655817074022553,"sensitivity_63-37"
10.2800117714286,"B",0.94074285055,"sensitivity_63-37"
10.4328693346939,"A",0.655028045023667,"sensitivity_63-37"
10.4328693346939,"B",0.941651322414396,"sensitivity_63-37"
10.5857268979592,"A",0.654635037703821,"sensitivity_63-37"
10.5857268979592,"B",0.942628642225918,"sensitivity_63-37"
10.7385844612245,"A",0.65463778863491,"sensitivity_63-37"
10.7385844612245,"B",0.94335733662126,"sensitivity_63-37"
10.8914420244898,"A",0.654383007421606,"sensitivity_63-37"
10.8914420244898,"B",0.944001469492508,"sensitivity_63-37"
11.0442995877551,"A",0.65466048590489,"sensitivity_63-37"
11.0442995877551,"B",0.944825110897585,"sensitivity_63-37"
11.1971571510204,"A",0.654524934892265,"sensitivity_63-37"
11.1971571510204,"B",0.945547275836795,"sensitivity_63-37"
11.3500147142857,"A",0.654236957116157,"sensitivity_63-37"
11.3500147142857,"B",0.946295287306266,"sensitivity_63-37"
11.502872277551,"A",0.654185294122246,"sensitivity_63-37"
11.502872277551,"B",0.946816700467226,"sensitivity_63-37"
11.6557298408163,"A",0.654182588497045,"sensitivity_63-37"
11.6557298408163,"B",0.947445552604298,"sensitivity_63-37"
11.8085874040816,"A",0.654306086826568,"sensitivity_63-37"
11.8085874040816,"B",0.948074009445757,"sensitivity_63-37"
11.9614449673469,"A",0.654496714686469,"sensitivity_63-37"
11.9614449673469,"B",0.948634629498077,"sensitivity_63-37"
12.1143025306122,"A",0.654338068121784,"sensitivity_63-37"
12.1143025306122,"B",0.949034780115011,"sensitivity_63-37"
12.2671600938775,"A",0.654290946760807,"sensitivity_63-37"
12.2671600938775,"B",0.949437694405604,"sensitivity_63-37"
12.4200176571429,"A",0.654025190497538,"sensitivity_63-37"
12.4200176571429,"B",0.949744181369331,"sensitivity_63-37"
12.5728752204082,"A",0.654011641588304,"sensitivity_63-37"
12.5728752204082,"B",0.950041313055074,"sensitivity_63-37"
12.7257327836735,"A",0.653872144400596,"sensitivity_63-37"
12.7257327836735,"B",0.950223543095277,"sensitivity_63-37"
12.8785903469388,"A",0.653672935838817,"sensitivity_63-37"
12.8785903469388,"B",0.950448502729179,"sensitivity_63-37"
13.0314479102041,"A",0.65365438422826,"sensitivity_63-37"
13.0314479102041,"B",0.950546864787552,"sensitivity_63-37"
13.1843054734694,"A",0.653590499743129,"sensitivity_63-37"
13.1843054734694,"B",0.950398616121693,"sensitivity_63-37"
13.3371630367347,"A",0.65353984558792,"sensitivity_63-37"
13.3371630367347,"B",0.95019330031555,"sensitivity_63-37"
13.4900206,"A",0.653389894565292,"sensitivity_63-37"
13.4900206,"B",0.950064809580136,"sensitivity_63-37"
6,"A",0,"sensitivity_58-42"
6,"B",0,"sensitivity_58-42"
6.15285756326531,"A",0.262688880278962,"sensitivity_58-42"
6.15285756326531,"B",0.246663598711459,"sensitivity_58-42"
6.30571512653061,"A",0.375954107997914,"sensitivity_58-42"
6.30571512653061,"B",0.437322305505298,"sensitivity_58-42"
6.45857268979592,"A",0.428753830439224,"sensitivity_58-42"
6.45857268979592,"B",0.54756126203711,"sensitivity_58-42"
6.61143025306122,"A",0.508762511025041,"sensitivity_58-42"
6.61143025306122,"B",0.630588235294118,"sensitivity_58-42"
6.76428781632653,"A",0.54446227929374,"sensitivity_58-42"
6.76428781632653,"B",0.706471147590211,"sensitivity_58-42"
6.91714537959184,"A",0.556993413405657,"sensitivity_58-42"
6.91714537959184,"B",0.763890496585253,"sensitivity_58-42"
7.07000294285714,"A",0.579655473885309,"sensitivity_58-42"
7.07000294285714,"B",0.798652687684492,"sensitivity_58-42"
7.22286050612245,"A",0.594689388204806,"sensitivity_58-42"
7.22286050612245,"B",0.823748427672956,"sensitivity_58-42"
7.37571806938776,"A",0.600614629577306,"sensitivity_58-42"
7.37571806938776,"B",0.845296737876898,"sensitivity_58-42"
7.52857563265306,"A",0.612447615399884,"sensitivity_58-42"
7.52857563265306,"B",0.862237126572327,"sensitivity_58-42"
7.68143319591837,"A",0.625968266887934,"sensitivity_58-42"
7.68143319591837,"B",0.875299672419157,"sensitivity_58-42"
7.83429075918367,"A",0.637258881010264,"sensitivity_58-42"
7.83429075918367,"B",0.885913730562663,"sensitivity_58-42"
7.98714832244898,"A",0.647546689265139,"sensitivity_58-42"
7.98714832244898,"B",0.892423957863224,"sensitivity_58-42"
8.14000588571428,"A",0.656719109660745,"sensitivity_58-42"
8.14000588571428,"B",0.898246531776187,"sensitivity_58-42"
8.29286344897959,"A",0.661036846764597,"sensitivity_58-42"
8.29286344897959,"B",0.903548943801159,"sensitivity_58-42"
8.4457210122449,"A",0.665413360659885,"sensitivity_58-42"
8.4457210122449,"B",0.906571863391644,"sensitivity_58-42"
8.5985785755102,"A",0.668966877804642,"sensitivity_58-42"
8.5985785755102,"B",0.90892330981156,"sensitivity_58-42"
8.75143613877551,"A",0.670818158287896,"sensitivity_58-42"
8.75143613877551,"B",0.911572037016499,"sensitivity_58-42"
8.90429370204082,"A",0.672959526823865,"sensitivity_58-42"
8.90429370204082,"B",0.913135851310515,"sensitivity_58-42"
9.05715126530612,"A",0.674468819384847,"sensitivity_58-42"
9.05715126530612,"B",0.915491699177903,"sensitivity_58-42"
9.21000882857143,"A",0.675828198248038,"sensitivity_58-42"
9.21000882857143,"B",0.917569574514777,"sensitivity_58-42"
9.36286639183673,"A",0.675995310366491,"sensitivity_58-42"
9.36286639183673,"B",0.919585885911294,"sensitivity_58-42"
9.51572395510204,"A",0.675369164076995,"sensitivity_58-42"
9.51572395510204,"B",0.921255771615887,"sensitivity_58-42"
9.66858151836735,"A",0.676132960433425,"sensitivity_58-42"
9.66858151836735,"B",0.922639137052478,"sensitivity_58-42"
9.82143908163265,"A",0.675749207473854,"sensitivity_58-42"
9.82143908163265,"B",0.923662415539199,"sensitivity_58-42"
9.97429664489796,"A",0.675542785399619,"sensitivity_58-42"
9.97429664489796,"B",0.925047459745807,"sensitivity_58-42"
10.1271542081633,"A",0.675611659046083,"sensitivity_58-42"
10.1271542081633,"B",0.926349107947652,"sensitivity_58-42"
10.2800117714286,"A",0.675027127905187,"sensitivity_58-42"
10.2800117714286,"B",0.927716191499487,"sensitivity_58-42"
10.4328693346939,"A",0.674335132780766,"sensitivity_58-42"
10.4328693346939,"B",0.928786068409602,"sensitivity_58-42"
10.5857268979592,"A",0.673796299030356,"sensitivity_58-42"
10.5857268979592,"B",0.929899973057095,"sensitivity_58-42"
10.7385844612245,"A",0.67362519232782,"sensitivity_58-42"
10.7385844612245,"B",0.930885547247985,"sensitivity_58-42"
10.8914420244898,"A",0.673171463226991,"sensitivity_58-42"
10.8914420244898,"B",0.931759813454815,"sensitivity_58-42"
11.0442995877551,"A",0.673361788247549,"sensitivity_58-42"
11.0442995877551,"B",0.932661775208609,"sensitivity_58-42"
11.1971571510204,"A",0.673049613923445,"sensitivity_58-42"
11.1971571510204,"B",0.93363411074012,"sensitivity_58-42"
11.3500147142857,"A",0.672592808300255,"sensitivity_58-42"
11.3500147142857,"B",0.934494745802242,"sensitivity_58-42"
11.502872277551,"A",0.672487709567429,"sensitivity_58-42"
11.502872277551,"B",0.935176572037725,"sensitivity_58-42"
11.6557298408163,"A",0.672491955597152,"sensitivity_58-42"
11.6557298408163,"B",0.935974856566491,"sensitivity_58-42"
11.8085874040816,"A",0.672602133781126,"sensitivity_58-42"
11.8085874040816,"B",0.936636702223494,"sensitivity_58-42"
11.9614449673469,"A",0.672600546418768,"sensitivity_58-42"
11.9614449673469,"B",0.937336000833511,"sensitivity_58-42"
12.1143025306122,"A",0.672363723746267,"sensitivity_58-42"
12.1143025306122,"B",0.937750129686567,"sensitivity_58-42"
12.2671600938775,"A",0.672229293812231,"sensitivity_58-42"
12.2671600938775,"B",0.938243846914514,"sensitivity_58-42"
12.4200176571429,"A",0.671912756568273,"sensitivity_58-42"
12.4200176571429,"B",0.938598617937179,"sensitivity_58-42"
12.5728752204082,"A",0.671881715330685,"sensitivity_58-42"
12.5728752204082,"B",0.938937631891213,"sensitivity_58-42"
12.7257327836735,"A",0.671796102998992,"sensitivity_58-42"
12.7257327836735,"B",0.939137834047683,"sensitivity_58-42"
12.8785903469388,"A",0.671749047584859,"sensitivity_58-42"
12.8785903469388,"B",0.939365115318765,"sensitivity_58-42"
13.0314479102041,"A",0.67195661034187,"sensitivity_58-42"
13.0314479102041,"B",0.939438939256638,"sensitivity_58-42"
13.1843054734694,"A",0.672169213710183,"sensitivity_58-42"
13.1843054734694,"B",0.939254814916613,"sensitivity_58-42"
13.3371630367347,"A",0.672538985179894,"sensitivity_58-42"
13.3371630367347,"B",0.93893667709641,"sensitivity_58-42"
13.4900206,"A",0.672687175343651,"sensitivity_58-42"
13.4900206,"B",0.938727036378582,"sensitivity_58-42"
